window_start,Site,Ion,Concentration
1989-04-25,BQ2,nh4_ugl,NA
1989-06-27,BQ2,k_mgl,1.0044444444444445
1989-06-27,BQ2,no3_ugl,176
1989-06-27,BQ2,mg_mgl,2.3566666666666665
1989-06-27,BQ2,ca_mgl,4.605555555555556
1989-06-27,BQ2,nh4_ugl,NA
1989-08-29,BQ2,k_mgl,1.1718181818181819
1989-08-29,BQ2,no3_ugl,137.42857142857142
1989-08-29,BQ2,mg_mgl,2.789
1989-08-29,BQ2,ca_mgl,5.341
1989-08-29,BQ2,nh4_ugl,NA
1989-10-31,BQ2,k_mgl,1.339
1989-10-31,BQ2,no3_ugl,424.3
1989-10-31,BQ2,mg_mgl,3.138
1989-10-31,BQ2,ca_mgl,6.071
1989-10-31,BQ2,nh4_ugl,NA
1990-01-02,BQ2,k_mgl,1.3822222222222222
1990-01-02,BQ2,no3_ugl,194.75
1990-01-02,BQ2,mg_mgl,3.12
1990-01-02,BQ2,ca_mgl,6.677777777777778
1990-01-02,BQ2,nh4_ugl,NA
1990-03-06,BQ2,k_mgl,1.393076923076923
1990-03-06,BQ2,no3_ugl,460.90909090909093
1990-03-06,BQ2,mg_mgl,2.46
1990-03-06,BQ2,ca_mgl,5.222307692307692
1990-03-06,BQ2,nh4_ugl,NA
1990-05-08,BQ2,k_mgl,1.262
1990-05-08,BQ2,no3_ugl,301.5
1990-05-08,BQ2,mg_mgl,3.079
1990-05-08,BQ2,ca_mgl,6.397
1990-05-08,BQ2,nh4_ugl,NA
1990-07-10,BQ2,k_mgl,0.9955555555555555
1990-07-10,BQ2,no3_ugl,177.44444444444446
1990-07-10,BQ2,mg_mgl,3.2844444444444445
1990-07-10,BQ2,ca_mgl,7.045555555555556
1990-07-10,BQ2,nh4_ugl,NA
1990-09-11,BQ2,k_mgl,0.8822222222222222
1990-09-11,BQ2,no3_ugl,101
1990-09-11,BQ2,mg_mgl,2.76
1990-09-11,BQ2,ca_mgl,6.1322222222222225
1990-09-11,BQ2,nh4_ugl,NA
1990-11-13,BQ2,k_mgl,1.0463636363636364
1990-11-13,BQ2,no3_ugl,211.45454545454547
1990-11-13,BQ2,mg_mgl,2.9263636363636363
1990-11-13,BQ2,ca_mgl,6.368181818181818
1990-11-13,BQ2,nh4_ugl,NA
1991-01-15,BQ2,k_mgl,0.8288888888888889
1991-01-15,BQ2,no3_ugl,124.71428571428571
1991-01-15,BQ2,mg_mgl,3.0255555555555556
1991-01-15,BQ2,ca_mgl,6.865555555555556
1991-01-15,BQ2,nh4_ugl,NA
1991-03-19,BQ2,k_mgl,0.8922222222222222
1991-03-19,BQ2,no3_ugl,77.44444444444444
1991-03-19,BQ2,mg_mgl,2.92
1991-03-19,BQ2,ca_mgl,5.662222222222222
1991-03-19,BQ2,nh4_ugl,NA
1991-05-21,BQ2,k_mgl,1.078
1991-05-21,BQ2,no3_ugl,85.125
1991-05-21,BQ2,mg_mgl,3.005
1991-05-21,BQ2,ca_mgl,3.7439999999999998
1991-05-21,BQ2,nh4_ugl,NA
1991-07-23,BQ2,k_mgl,1.271
1991-07-23,BQ2,no3_ugl,60.2
1991-07-23,BQ2,mg_mgl,3.157
1991-07-23,BQ2,ca_mgl,6.536
1991-07-23,BQ2,nh4_ugl,NA
1991-09-24,BQ2,k_mgl,1.2816666666666667
1991-09-24,BQ2,no3_ugl,170.83333333333334
1991-09-24,BQ2,mg_mgl,2.6133333333333333
1991-09-24,BQ2,ca_mgl,4.645833333333333
1991-09-24,BQ2,nh4_ugl,NA
1991-11-26,BQ2,k_mgl,1.198888888888889
1991-11-26,BQ2,no3_ugl,296.1111111111111
1991-11-26,BQ2,mg_mgl,3.051111111111111
1991-11-26,BQ2,ca_mgl,5.783333333333333
1991-11-26,BQ2,nh4_ugl,NA
1992-01-28,BQ2,k_mgl,1.284
1992-01-28,BQ2,no3_ugl,191.11111111111111
1992-01-28,BQ2,mg_mgl,2.969
1992-01-28,BQ2,ca_mgl,6.08
1992-01-28,BQ2,nh4_ugl,NA
1992-03-31,BQ2,k_mgl,1.1555555555555557
1992-03-31,BQ2,no3_ugl,135.125
1992-03-31,BQ2,mg_mgl,2.8533333333333335
1992-03-31,BQ2,ca_mgl,5.455555555555556
1992-03-31,BQ2,nh4_ugl,NA
1992-06-02,BQ2,k_mgl,1.26
1992-06-02,BQ2,no3_ugl,58
1992-06-02,BQ2,mg_mgl,2.9877777777777776
1992-06-02,BQ2,ca_mgl,6.188888888888889
1992-06-02,BQ2,nh4_ugl,NA
1992-08-04,BQ2,k_mgl,1.2733333333333332
1992-08-04,BQ2,no3_ugl,79.66666666666667
1992-08-04,BQ2,mg_mgl,3.04
1992-08-04,BQ2,ca_mgl,6.444444444444445
1992-08-04,BQ2,nh4_ugl,NA
1992-10-06,BQ2,k_mgl,1.1822222222222223
1992-10-06,BQ2,no3_ugl,47.75
1992-10-06,BQ2,mg_mgl,2.738888888888889
1992-10-06,BQ2,ca_mgl,5.905555555555556
1992-10-06,BQ2,nh4_ugl,NA
1992-12-08,BQ2,k_mgl,1.2344444444444445
1992-12-08,BQ2,no3_ugl,172
1992-12-08,BQ2,mg_mgl,3.0322222222222224
1992-12-08,BQ2,ca_mgl,6.345555555555555
1992-12-08,BQ2,nh4_ugl,NA
1993-02-09,BQ2,k_mgl,1.38
1993-02-09,BQ2,no3_ugl,145.5
1993-02-09,BQ2,mg_mgl,3.3477777777777775
1993-02-09,BQ2,ca_mgl,6.855555555555555
1993-02-09,BQ2,nh4_ugl,NA
1993-04-13,BQ2,k_mgl,1.3155555555555556
1993-04-13,BQ2,no3_ugl,89.75
1993-04-13,BQ2,mg_mgl,2.8722222222222222
1993-04-13,BQ2,ca_mgl,5.665555555555556
1993-04-13,BQ2,nh4_ugl,NA
1993-06-15,BQ2,k_mgl,1.49
1993-06-15,BQ2,no3_ugl,95.4
1993-06-15,BQ2,mg_mgl,3.163333333333333
1993-06-15,BQ2,ca_mgl,7.022222222222222
1993-06-15,BQ2,nh4_ugl,NA
1993-08-17,BQ2,k_mgl,1.2966666666666666
1993-08-17,BQ2,no3_ugl,61.625
1993-08-17,BQ2,mg_mgl,2.8777777777777778
1993-08-17,BQ2,ca_mgl,6.525555555555555
1993-08-17,BQ2,nh4_ugl,NA
1993-10-19,BQ2,k_mgl,1.3855555555555557
1993-10-19,BQ2,no3_ugl,41.22222222222222
1993-10-19,BQ2,mg_mgl,2.966666666666667
1993-10-19,BQ2,ca_mgl,6.611111111111112
1993-10-19,BQ2,nh4_ugl,NA
1993-12-21,BQ2,k_mgl,1.3711111111111112
1993-12-21,BQ2,no3_ugl,12.5
1993-12-21,BQ2,mg_mgl,2.694444444444444
1993-12-21,BQ2,ca_mgl,5.996666666666667
1993-12-21,BQ2,nh4_ugl,NA
1994-02-22,BQ2,k_mgl,1.3444444444444446
1994-02-22,BQ2,no3_ugl,37.5
1994-02-22,BQ2,mg_mgl,2.9522222222222223
1994-02-22,BQ2,ca_mgl,6.587777777777778
1994-02-22,BQ2,nh4_ugl,NA
1994-04-26,BQ2,k_mgl,1.3925
1994-04-26,BQ2,no3_ugl,22.25
1994-04-26,BQ2,mg_mgl,3.24125
1994-04-26,BQ2,ca_mgl,6.95875
1994-04-26,BQ2,nh4_ugl,NA
1994-06-28,BQ2,k_mgl,1.1633333333333333
1994-06-28,BQ2,no3_ugl,145.5
1994-06-28,BQ2,mg_mgl,2.4833333333333334
1994-06-28,BQ2,ca_mgl,5.0649999999999995
1994-06-28,BQ2,nh4_ugl,NA
1994-08-30,BQ2,k_mgl,1.32
1994-08-30,BQ2,no3_ugl,NA
1994-08-30,BQ2,mg_mgl,1.975
1994-08-30,BQ2,ca_mgl,4.325
1994-08-30,BQ2,nh4_ugl,NA
1994-11-01,BQ2,k_mgl,1.25375
1994-11-01,BQ2,no3_ugl,NA
1994-11-01,BQ2,mg_mgl,2.48875
1994-11-01,BQ2,ca_mgl,5.3075
1994-11-01,BQ2,nh4_ugl,NA
1995-01-03,BQ2,k_mgl,1.15625
1995-01-03,BQ2,no3_ugl,NA
1995-01-03,BQ2,mg_mgl,2.9475
1995-01-03,BQ2,ca_mgl,6.3
1995-01-03,BQ2,nh4_ugl,NA
1995-03-07,BQ2,k_mgl,1.1066666666666667
1995-03-07,BQ2,no3_ugl,NA
1995-03-07,BQ2,mg_mgl,3.0083333333333333
1995-03-07,BQ2,ca_mgl,6.4383333333333335
1995-03-07,BQ2,nh4_ugl,NA
1995-05-09,BQ2,k_mgl,1.134
1995-05-09,BQ2,no3_ugl,NA
1995-05-09,BQ2,mg_mgl,2.846
1995-05-09,BQ2,ca_mgl,6
1995-05-09,BQ2,nh4_ugl,NA
1995-07-11,BQ2,k_mgl,1.055
1995-07-11,BQ2,no3_ugl,NA
1995-07-11,BQ2,mg_mgl,2.935
1995-07-11,BQ2,ca_mgl,6.38
1995-07-11,BQ2,nh4_ugl,NA
1995-09-12,BQ2,k_mgl,NA
1995-09-12,BQ2,no3_ugl,NA
1995-09-12,BQ2,mg_mgl,NA
1995-09-12,BQ2,ca_mgl,NA
1995-09-12,BQ2,nh4_ugl,NA
1995-11-14,BQ2,k_mgl,1.13
1995-11-14,BQ2,no3_ugl,NA
1995-11-14,BQ2,mg_mgl,2.75
1995-11-14,BQ2,ca_mgl,6.13
1995-11-14,BQ2,nh4_ugl,NA
1986-05-20,BQ3,k_mgl,0.7033333333333333
1986-05-20,BQ3,no3_ugl,119.66666666666667
1986-05-20,BQ3,mg_mgl,3.4333333333333336
1986-05-20,BQ3,ca_mgl,3.9533333333333336
1986-05-20,BQ3,nh4_ugl,NA
1986-07-22,BQ3,k_mgl,NA
1986-07-22,BQ3,no3_ugl,NA
1986-07-22,BQ3,mg_mgl,NA
1986-07-22,BQ3,ca_mgl,NA
1986-07-22,BQ3,nh4_ugl,NA
1986-09-23,BQ3,k_mgl,0.566
1986-09-23,BQ3,no3_ugl,161.5
1986-09-23,BQ3,mg_mgl,2.606
1986-09-23,BQ3,ca_mgl,3.606
1986-09-23,BQ3,nh4_ugl,24.6
1986-11-25,BQ3,k_mgl,0.56
1986-11-25,BQ3,no3_ugl,197.88888888888889
1986-11-25,BQ3,mg_mgl,2.738888888888889
1986-11-25,BQ3,ca_mgl,3.462222222222222
1986-11-25,BQ3,nh4_ugl,17
1987-01-27,BQ3,k_mgl,0.6222222222222222
1987-01-27,BQ3,no3_ugl,193.77777777777777
1987-01-27,BQ3,mg_mgl,3.0477777777777777
1987-01-27,BQ3,ca_mgl,3.7266666666666666
1987-01-27,BQ3,nh4_ugl,14.571428571428571
1987-03-31,BQ3,k_mgl,0.6922222222222222
1987-03-31,BQ3,no3_ugl,182.11111111111111
1987-03-31,BQ3,mg_mgl,2.4544444444444444
1987-03-31,BQ3,ca_mgl,3.428888888888889
1987-03-31,BQ3,nh4_ugl,46
1987-06-02,BQ3,k_mgl,0.6666666666666666
1987-06-02,BQ3,no3_ugl,175.22222222222223
1987-06-02,BQ3,mg_mgl,2.4044444444444446
1987-06-02,BQ3,ca_mgl,3.621111111111111
1987-06-02,BQ3,nh4_ugl,80.88888888888889
1987-08-04,BQ3,k_mgl,0.7055555555555555
1987-08-04,BQ3,no3_ugl,240.375
1987-08-04,BQ3,mg_mgl,2.948888888888889
1987-08-04,BQ3,ca_mgl,3.9033333333333333
1987-08-04,BQ3,nh4_ugl,19.75
1987-10-06,BQ3,k_mgl,0.577
1987-10-06,BQ3,no3_ugl,209.7
1987-10-06,BQ3,mg_mgl,2.106
1987-10-06,BQ3,ca_mgl,3.079
1987-10-06,BQ3,nh4_ugl,11.714285714285714
1987-12-08,BQ3,k_mgl,0.7106666666666667
1987-12-08,BQ3,no3_ugl,162.5
1987-12-08,BQ3,mg_mgl,2.306
1987-12-08,BQ3,ca_mgl,3.248
1987-12-08,BQ3,nh4_ugl,30.823529411764707
1988-02-09,BQ3,k_mgl,0.5833333333333334
1988-02-09,BQ3,no3_ugl,194.77777777777777
1988-02-09,BQ3,mg_mgl,2.7488888888888887
1988-02-09,BQ3,ca_mgl,3.462222222222222
1988-02-09,BQ3,nh4_ugl,22.444444444444443
1988-04-12,BQ3,k_mgl,0.658
1988-04-12,BQ3,no3_ugl,198.6
1988-04-12,BQ3,mg_mgl,2.3890000000000002
1988-04-12,BQ3,ca_mgl,2.8810000000000002
1988-04-12,BQ3,nh4_ugl,46.2
1988-06-14,BQ3,k_mgl,0.677
1988-06-14,BQ3,no3_ugl,NA
1988-06-14,BQ3,mg_mgl,2.584
1988-06-14,BQ3,ca_mgl,2.896
1988-06-14,BQ3,nh4_ugl,28
1988-08-16,BQ3,k_mgl,0.5984615384615385
1988-08-16,BQ3,no3_ugl,140.85714285714286
1988-08-16,BQ3,mg_mgl,2.1923076923076925
1988-08-16,BQ3,ca_mgl,2.786153846153846
1988-08-16,BQ3,nh4_ugl,42.2
1988-10-18,BQ3,k_mgl,0.7075
1988-10-18,BQ3,no3_ugl,184
1988-10-18,BQ3,mg_mgl,2.6574999999999998
1988-10-18,BQ3,ca_mgl,3.7885714285714287
1988-10-18,BQ3,nh4_ugl,57
1988-12-20,BQ3,k_mgl,0.7922222222222223
1988-12-20,BQ3,no3_ugl,188.88888888888889
1988-12-20,BQ3,mg_mgl,2.761111111111111
1988-12-20,BQ3,ca_mgl,3.87
1988-12-20,BQ3,nh4_ugl,NA
1989-02-21,BQ3,k_mgl,0.6988888888888889
1989-02-21,BQ3,no3_ugl,158.22222222222223
1989-02-21,BQ3,mg_mgl,2.716666666666667
1989-02-21,BQ3,ca_mgl,3.668888888888889
1989-02-21,BQ3,nh4_ugl,NA
1989-04-25,BQ3,k_mgl,0.7544444444444445
1989-04-25,BQ3,no3_ugl,145.22222222222223
1989-04-25,BQ3,mg_mgl,2.9
1989-04-25,BQ3,ca_mgl,4.1755555555555555
1989-04-25,BQ3,nh4_ugl,NA
1989-06-27,BQ3,k_mgl,0.8044444444444444
1989-06-27,BQ3,no3_ugl,111.22222222222223
1989-06-27,BQ3,mg_mgl,2.626666666666667
1989-06-27,BQ3,ca_mgl,3.4266666666666667
1989-06-27,BQ3,nh4_ugl,NA
1989-08-29,BQ3,k_mgl,1.031
1989-08-29,BQ3,no3_ugl,176.5
1989-08-29,BQ3,mg_mgl,2.676
1989-08-29,BQ3,ca_mgl,3.638
1989-08-29,BQ3,nh4_ugl,NA
1989-10-31,BQ3,k_mgl,1.4889999999999999
1989-10-31,BQ3,no3_ugl,424.5
1989-10-31,BQ3,mg_mgl,3.586
1989-10-31,BQ3,ca_mgl,4.354
1989-10-31,BQ3,nh4_ugl,NA
1990-01-02,BQ3,k_mgl,1.4577777777777778
1990-01-02,BQ3,no3_ugl,262.375
1990-01-02,BQ3,mg_mgl,3.61
1990-01-02,BQ3,ca_mgl,5.15
1990-01-02,BQ3,nh4_ugl,NA
1990-03-06,BQ3,k_mgl,1.406153846153846
1990-03-06,BQ3,no3_ugl,380.25
1990-03-06,BQ3,mg_mgl,2.644615384615385
1990-03-06,BQ3,ca_mgl,3.683076923076923
1990-03-06,BQ3,nh4_ugl,NA
1990-05-08,BQ3,k_mgl,1.304
1990-05-08,BQ3,no3_ugl,308
1990-05-08,BQ3,mg_mgl,3.278
1990-05-08,BQ3,ca_mgl,4.443
1990-05-08,BQ3,nh4_ugl,NA
1990-07-10,BQ3,k_mgl,1.0666666666666667
1990-07-10,BQ3,no3_ugl,187.375
1990-07-10,BQ3,mg_mgl,3.4144444444444444
1990-07-10,BQ3,ca_mgl,5.423333333333333
1990-07-10,BQ3,nh4_ugl,NA
1990-09-11,BQ3,k_mgl,0.9577777777777777
1990-09-11,BQ3,no3_ugl,114.55555555555556
1990-09-11,BQ3,mg_mgl,3.2544444444444447
1990-09-11,BQ3,ca_mgl,5.295555555555556
1990-09-11,BQ3,nh4_ugl,NA
1990-11-13,BQ3,k_mgl,0.9927272727272728
1990-11-13,BQ3,no3_ugl,197.5
1990-11-13,BQ3,mg_mgl,2.8363636363636364
1990-11-13,BQ3,ca_mgl,4.458181818181818
1990-11-13,BQ3,nh4_ugl,NA
1991-01-15,BQ3,k_mgl,0.7888888888888889
1991-01-15,BQ3,no3_ugl,154.28571428571428
1991-01-15,BQ3,mg_mgl,3.8155555555555556
1991-01-15,BQ3,ca_mgl,4.995555555555556
1991-01-15,BQ3,nh4_ugl,NA
1991-03-19,BQ3,k_mgl,0.8233333333333334
1991-03-19,BQ3,no3_ugl,82.125
1991-03-19,BQ3,mg_mgl,3.187777777777778
1991-03-19,BQ3,ca_mgl,4.322222222222222
1991-03-19,BQ3,nh4_ugl,NA
1991-05-21,BQ3,k_mgl,0.929
1991-05-21,BQ3,no3_ugl,87.25
1991-05-21,BQ3,mg_mgl,3.391
1991-05-21,BQ3,ca_mgl,4.38
1991-05-21,BQ3,nh4_ugl,NA
1991-07-23,BQ3,k_mgl,0.98
1991-07-23,BQ3,no3_ugl,107.1
1991-07-23,BQ3,mg_mgl,3.269
1991-07-23,BQ3,ca_mgl,4.54
1991-07-23,BQ3,nh4_ugl,NA
1991-09-24,BQ3,k_mgl,0.8916666666666667
1991-09-24,BQ3,no3_ugl,147.91666666666666
1991-09-24,BQ3,mg_mgl,3.0091666666666668
1991-09-24,BQ3,ca_mgl,4.235833333333333
1991-09-24,BQ3,nh4_ugl,NA
1991-11-26,BQ3,k_mgl,0.9144444444444445
1991-11-26,BQ3,no3_ugl,216.77777777777777
1991-11-26,BQ3,mg_mgl,3.0955555555555554
1991-11-26,BQ3,ca_mgl,4.552222222222222
1991-11-26,BQ3,nh4_ugl,NA
1992-01-28,BQ3,k_mgl,1.159
1992-01-28,BQ3,no3_ugl,167.11111111111111
1992-01-28,BQ3,mg_mgl,3.3930000000000002
1992-01-28,BQ3,ca_mgl,5.371
1992-01-28,BQ3,nh4_ugl,NA
1992-03-31,BQ3,k_mgl,0.9644444444444444
1992-03-31,BQ3,no3_ugl,80
1992-03-31,BQ3,mg_mgl,3.088888888888889
1992-03-31,BQ3,ca_mgl,5.408888888888889
1992-03-31,BQ3,nh4_ugl,NA
1992-06-02,BQ3,k_mgl,0.9077777777777778
1992-06-02,BQ3,no3_ugl,74.11111111111111
1992-06-02,BQ3,mg_mgl,2.8355555555555556
1992-06-02,BQ3,ca_mgl,4.177777777777778
1992-06-02,BQ3,nh4_ugl,NA
1992-08-04,BQ3,k_mgl,1.1233333333333333
1992-08-04,BQ3,no3_ugl,49.666666666666664
1992-08-04,BQ3,mg_mgl,2.918888888888889
1992-08-04,BQ3,ca_mgl,4.372222222222223
1992-08-04,BQ3,nh4_ugl,NA
1992-10-06,BQ3,k_mgl,0.9655555555555556
1992-10-06,BQ3,no3_ugl,51.111111111111114
1992-10-06,BQ3,mg_mgl,3.2311111111111113
1992-10-06,BQ3,ca_mgl,4.5488888888888885
1992-10-06,BQ3,nh4_ugl,NA
1992-12-08,BQ3,k_mgl,0.9722222222222222
1992-12-08,BQ3,no3_ugl,22
1992-12-08,BQ3,mg_mgl,3.358888888888889
1992-12-08,BQ3,ca_mgl,4.488888888888889
1992-12-08,BQ3,nh4_ugl,NA
1993-02-09,BQ3,k_mgl,0.8233333333333334
1993-02-09,BQ3,no3_ugl,129.5
1993-02-09,BQ3,mg_mgl,3.256666666666667
1993-02-09,BQ3,ca_mgl,4.522222222222222
1993-02-09,BQ3,nh4_ugl,NA
1993-04-13,BQ3,k_mgl,0.8624999999999999
1993-04-13,BQ3,no3_ugl,119.75
1993-04-13,BQ3,mg_mgl,3.265
1993-04-13,BQ3,ca_mgl,3.9675
1993-04-13,BQ3,nh4_ugl,NA
1993-06-15,BQ3,k_mgl,0.8088888888888889
1993-06-15,BQ3,no3_ugl,65.4
1993-06-15,BQ3,mg_mgl,2.891111111111111
1993-06-15,BQ3,ca_mgl,4.6066666666666665
1993-06-15,BQ3,nh4_ugl,NA
1993-08-17,BQ3,k_mgl,0.8633333333333334
1993-08-17,BQ3,no3_ugl,94.75
1993-08-17,BQ3,mg_mgl,3.39625
1993-08-17,BQ3,ca_mgl,4.736666666666666
1993-08-17,BQ3,nh4_ugl,NA
1993-10-19,BQ3,k_mgl,0.8366666666666667
1993-10-19,BQ3,no3_ugl,22.25
1993-10-19,BQ3,mg_mgl,3.013333333333333
1993-10-19,BQ3,ca_mgl,4.5344444444444445
1993-10-19,BQ3,nh4_ugl,NA
1993-12-21,BQ3,k_mgl,0.8077777777777778
1993-12-21,BQ3,no3_ugl,16
1993-12-21,BQ3,mg_mgl,2.6155555555555554
1993-12-21,BQ3,ca_mgl,4.054444444444444
1993-12-21,BQ3,nh4_ugl,NA
1994-02-22,BQ3,k_mgl,0.9011111111111111
1994-02-22,BQ3,no3_ugl,55.666666666666664
1994-02-22,BQ3,mg_mgl,3.312222222222222
1994-02-22,BQ3,ca_mgl,4.912222222222222
1994-02-22,BQ3,nh4_ugl,NA
1994-04-26,BQ3,k_mgl,0.8555555555555555
1994-04-26,BQ3,no3_ugl,17.11111111111111
1994-04-26,BQ3,mg_mgl,3.5833333333333335
1994-04-26,BQ3,ca_mgl,5.291111111111111
1994-04-26,BQ3,nh4_ugl,NA
1994-06-28,BQ3,k_mgl,0.888
1994-06-28,BQ3,no3_ugl,97.75
1994-06-28,BQ3,mg_mgl,3.54
1994-06-28,BQ3,ca_mgl,5
1994-06-28,BQ3,nh4_ugl,NA
1994-08-30,BQ3,k_mgl,0.8577777777777778
1994-08-30,BQ3,no3_ugl,NA
1994-08-30,BQ3,mg_mgl,3.3277777777777775
1994-08-30,BQ3,ca_mgl,4.845555555555555
1994-08-30,BQ3,nh4_ugl,NA
1994-11-01,BQ3,k_mgl,0.8477777777777777
1994-11-01,BQ3,no3_ugl,NA
1994-11-01,BQ3,mg_mgl,3.082222222222222
1994-11-01,BQ3,ca_mgl,4.412222222222222
1994-11-01,BQ3,nh4_ugl,NA
1995-01-03,BQ3,k_mgl,0.9033333333333333
1995-01-03,BQ3,no3_ugl,NA
1995-01-03,BQ3,mg_mgl,3.5677777777777777
1995-01-03,BQ3,ca_mgl,4.972222222222222
1995-01-03,BQ3,nh4_ugl,NA
1995-03-07,BQ3,k_mgl,0.7542857142857143
1995-03-07,BQ3,no3_ugl,NA
1995-03-07,BQ3,mg_mgl,3.3257142857142856
1995-03-07,BQ3,ca_mgl,4.804285714285714
1995-03-07,BQ3,nh4_ugl,NA
1995-05-09,BQ3,k_mgl,0.716
1995-05-09,BQ3,no3_ugl,NA
1995-05-09,BQ3,mg_mgl,3.104
1995-05-09,BQ3,ca_mgl,4.46
1995-05-09,BQ3,nh4_ugl,NA
1995-07-11,BQ3,k_mgl,0.76
1995-07-11,BQ3,no3_ugl,NA
1995-07-11,BQ3,mg_mgl,3.2
1995-07-11,BQ3,ca_mgl,4.8149999999999995
1995-07-11,BQ3,nh4_ugl,NA
1995-09-12,BQ3,k_mgl,NA
1995-09-12,BQ3,no3_ugl,NA
1995-09-12,BQ3,mg_mgl,NA
1995-09-12,BQ3,ca_mgl,NA
1995-09-12,BQ3,nh4_ugl,NA
1995-11-14,BQ3,k_mgl,0.8133333333333334
1995-11-14,BQ3,no3_ugl,NA
1995-11-14,BQ3,mg_mgl,3.0933333333333333
1995-11-14,BQ3,ca_mgl,4.666666666666666
1995-11-14,BQ3,nh4_ugl,NA
